Link	Condition	Processor	Screen Size	Color	Memory Card Type	Lock Status	SIM Card Slot	Brand	Network	Model	Connectivity	Style	Operating System	Features	Storage Capacity	Camera Resolution	RAM	Seller Notes	Contract	MPN	Model Number	Cellular Band	Manufacturer Warranty	Country/Region of Manufacture	UPC	Chipset Model	EAN	Cosmetic condition	Headphones	Bundled Items	Internet Connectivity	Carrier	Manufacturer Color	Bundle Description	Custom Bundle	Loudspeaker	Build	User Manual	Package Included	Duties and Tax	Charger and cable	Unit Type	Unit Quantity	Network Technology	Cosmetic Condition	Functionality Condition	Data Sanitation Status	Battery Power Rating	Device interface - primary	Audio Jack	Whats in the box	Batteries	Product Dimensions	Phone Talk Time	Special features	Net Quantity	Form factor	Wireless Carrier	Model Name	OS	Item model number	Generic Name	Memory Storage Capacity	Other camera features	Connectivity technologies	Item Dimensions LxWxH	Other display features	Country of Origin	Item Weight	Colour	Manufacturer warranty	Note	Type	Display Resolution	Battery Capacity	物品状况	Fast Fulfillment	Dimensions	Weight	Unlock Status	IMEI	Maximum Magnification	Original box	Wattage	CPU	Speakers	Resolution (Display)	MicroSD card support up to	Rear camera (Imaging)	SIM	Battery	Modified Item	No accessories	Non-Domestic Product	Bundle Listing	US Carrier Compatibility	4G/LTE	Restocking Fees	Charger	Notice	SKU	Compatible Brand	Sensors	SIM Type	Talk Time	USB Type	Size Type	Version	IMEI 2	IMEI 1	Bundle with case	Alert types	CARRIERS	Resolution	Wireless communication technologies	Camera	Important Information	Front Camera	NFC	Quad Back Cameras	GPU	Cellular Technology	GPS	Formfactor	Display technology	Wireless network technology	Accessories	Marca	Certificazione	Batterie Incluse	Origine	Seller Warranty	Grade	LOC	Manufacturer Part Number	Updates	Expansion Slot Type	Mobilfunkstandard	Please note	Extra Features	Audio	Origin	Screen Material	Battery Type	ROM	Cellular	Screen Type	CARRIERS :	Gpu	Five Back Cameras	Modification Description	Network Standard	Bluetooth	Battery life	Water Resistant (IPX grading)	Charging	Microphones	Buttons	Status	Headphone jack	USB connection	Phone Standby Time (with data	4G LTE	Internal SKU	FRONT CAMERA,	Dual Rear Camera	PHONE SCREEN SIZE	HARD DRIVE CAPACITY	CELL PHONE BATTERY	BATTERY STAND BY	BATTERY TALK TIME	CAMERA	MOBILE DEVICE CONNECTIVITY	PRIMARY COLOR	Manufacturer	Mobile Remote Betreiber	Store	Maximum Resolution	Series	Original Box	Farbe	Modell	Speicherkapazität	Compatible Phone Models	Material	Tax	Shipping	Units of size	Quantity	State of block	Frequency mobile phone	Insertion bundle	Manufacturer Colour	ProductReferenceID	Sim Lock	Состояние	Состояние товара	Примечания продавца	sku	HEADPHONES
https://www.ebay.com/itm/403853799395?nordt=true&orig_cvip=true&rt=nc	Open box		2.4 in	Black	MicroSDHC	Network Unlocked		Nokia	Unlocked	Nokia E72	Micro USB	Bar			250 MB	5.0 MP		“original Phone (multiple languages to choose ) + new charger and battery + Nokia box”		002Q942, E72, 002Q947, E72 BLACK, 002M1S1, 002P3W9															No																																																																																																																																																																					
https://www.ebay.com/itm/204312086484?nordt=true&orig_cvip=true&rt=nc	Used			Blue		Factory Unlocked		Nokia		C01 Plus					32 GB			"“""Used: Like-New"" - The item has been previously owned but shows very little use but shows some sign ...Read moreabout the seller notes“""Used: Like-New"" - The item has been previously owned but shows very little use but shows some sign of use and is thus not listed as ""Open-Box / New-Other."" This may include the power cord being unraveled, very minor cosmetic signs, or other minor overall wear.”Read Lessabout the seller notes"																																																																																																																																																																																						
https://www.ebay.com/itm/225484686173?nordt=true&orig_cvip=true&rt=nc	Used		2.1 in			Factory Unlocked	Single SIM	Nokia	Unlocked	Nokia 5310 XpressMusic	2G, Bluetooth, GPRS, Wi-Fi	Bar	Dumbphone OS		\30MB	2.0 MP		“The phone has been professionally restored to working properly. The phone has been inspected, ...Read moreabout the seller notes“The phone has been professionally restored to working properly. The phone has been inspected, cleaned, and restored to meet manufacturer new product specifications and is in excellent condition. No scratches and scuffs. Including produced accessories and package box.”Read Lessabout the seller notes	Without Contract				1 Year																																																																																																																																																																																	
https://www.ebay.com/itm/204312063187?nordt=true&orig_cvip=true&rt=nc	Used			Blue				Nokia	Unlocked	Motorola Moto G Stylus					32 GB			"“This product's condition is ""Used-Like New"" - The item has been previously owned but shows very ...Read moreabout the seller notes“This product's condition is ""Used-Like New"" - The item has been previously owned but shows very little use but shows some sign of use and is thus not listed as ""Open-Box / New-Other."" This may include the power cord being unraveled, very minor cosmetic signs, or other minor overall wear.”Read Lessabout the seller notes"																																																																																																																																																																																						
https://www.ebay.com/itm/204312056271?nordt=true&orig_cvip=true&rt=nc	Used			Blue				Nokia		Nokia G10					32 GB			"“""Used: Like-New"" -This android phone has been tested to be fully functional and in excellent ...Read moreabout the seller notes“""Used: Like-New"" -This android phone has been tested to be fully functional and in excellent condition.  It will show very little if any signs of use.  The IMEI has been checked to be clean.  It will come factory reset and include a charging block and cable.”Read Lessabout the seller notes"																																																																																																																																																																																						
https://www.ebay.com/itm/225517485875?nordt=true&orig_cvip=true&rt=nc	Used	no	2.4 in	Black	MicroSDHC	Factory Unlocked	Single SIM	Nokia	Unlocked		2G, Bluetooth, GPRS	Bar	Feature Phone	SMS(threaded view), MMS, IM, SNS applications, MP4/H.264 player MP3/WAV/AAC player, Camera, FM Radio	microSDHC slot	2.0 MP		“Please review all photos and description”	Without Contract	Nokia 220		GSM 900 / 1800			Does not apply																																																																																																																																																																															
https://www.ebay.com/itm/354157332380?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab			Black		Network Unlocked		Nokia	Unlocked	Nokia 3110	2G				9 MB																																																																																																																																																																																									
https://www.ebay.com/itm/134531786763?nordt=true&orig_cvip=true&rt=nc	For parts or not working			Black		Network Locked	Single SIM	Nokia	T-Mobile	Nokia G400 5G	5G				64 GB			“The device is being sold for parts or repair because the screen is cracked. Please see the pictures ...Read moreabout the seller notes“The device is being sold for parts or repair because the screen is cracked. Please see the pictures and read the entire description.”Read Lessabout the seller notes			TA-1448																																																																																																																																																																																			
https://www.ebay.com/itm/334847927749?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab		2.4 in	Gray			Dual SIM (SIM + SIM)	Nokia	Unlocked	Nokia 6300 4G	Wi-Fi, 4G				4 GB																																																																																																																																																																																									
https://www.ebay.com/itm/275773554424?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab	Quad Core	2.8 in	Black	MicroSD	Network Unlocked	Single SIM	nokia	Unlocked	2760 Flip 4G LTE	4G	Flip	Android		4 GB	5.0 MP	1 GB		Without Contract	TFNKN139DCPWP																																																																																																																																																																																				
https://www.ebay.com/itm/334836242556?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab	Quad	6.1 in	Black		Network Locked	Single SIM	Total Wireless		S115	4G Bluetooth GPS LTE	Bar	Android 12		32 GB		3 GB		Prepaid	TWSAS115DCRDA35			1 Year Warranty	United States	616960447849																																																																																																																																																																															
https://www.ebay.com/itm/373744691849?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab	Single Core	2 in	Black	MicroSD	Network Locked	Single SIM	Nokia	Unlocked	Nokia 6233	3G	Bar	Symbian	Camera	6 MB	2.0 MP				6233/BLACK, 6233, NOKIA6233, 6233SLVULK				China																																																																																																																																																																																
