Title	Price	Shipping_cost	Sales_Count	Sales_Value	Link
Samsung Galaxy A11 - SM-A115U1 - 32GB - GSM Unlocked Smartphone - Very Good	$81.80	$0.00	275	$22,494.55	https://www.ebay.com/itm/403043904319?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 7 - 128GB - Rose Gold - (GSM) Unlocked - Smartphone - Very Good	$122.75	$28.45	204	$25,040.16	https://www.ebay.com/itm/143966825127?nordt=true&orig_cvip=true&rt=nc
Apple iPhone SE 3rd Generation Smartphone 5G 64/128/256 GB T-Mobile AT&T Verizon	$299.01	$12.98	180	$53,821.20	https://www.ebay.com/itm/275396385653?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 8 64GB 256GB Factory Unlocked Smartphone - Gold Grey Silver Red	$258.77	$0.00	176	$45,543.66	
Apple iPhone 7 128GB Unlocked Smartphone - Very Good	$102.45	$0.00	171	$17,519.32	https://www.ebay.com/itm/114988463975?nordt=true&orig_cvip=true&rt=nc
"Apple iPhone 11 64GB 6.1"" 4G LTE Locked for T-Mobile Smartphone Good"	$367.42	$31.45	196	$72,014.69	
Apple iPhone 7 32GB GSM Unlocked Smartphone - Very Good	$112.62	$0.00	245	$27,592.55	
Original Samsung Galaxy S10e SM-G970U 128GB (Unlocked) Smartphone Open Box	$198.12	$15.32	185	$36,651.78	
Net10 Blu View 2 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - CDMA	$29.99	$0.00	243	$7,287.57	
Apple iPhone 11 256GB Unlocked Smartphone - Very Good	$366.15	$14.99	203	$74,327.49	https://www.ebay.com/itm/363183821199?nordt=true&orig_cvip=true&rt=nc
Straight Talk Apple iPhone 11 64GB, Black- Prepaid Smartphone - Brand New Sealed	$357.47	$26.38	180	$64,344.73	https://www.ebay.com/itm/124887376786?nordt=true&orig_cvip=true&rt=nc
NEW Apple iPhone 12 Mini Blue 64GB A2176 AT&T iOS Smartphone *Never Activated	$379.09	$17.50	184	$69,752.90	
LG V20 H910A - 64GB - Titan (AT&T + GSM UNLOCKED) Smartphone - NEW INBOX	$129.74	$34.99	177	$22,963.23	
UMIDIGI X Smartphone Unlocked 6.35'' 4GB+128GB AMOLED In-screen Fingerprint NFC	$90.52	$0.00	257	$23,263.93	https://www.ebay.com/itm/175030344397?nordt=true&orig_cvip=true&rt=nc
UMIDIGI BISON Rugged Smartphone Waterproof Shockproof 128GB Global Unlocked NEW	$146.01	$20.80	188	$27,449.92	https://www.ebay.com/itm/402670230163?nordt=true&orig_cvip=true&rt=nc
LG V20 H910A - 64GB - Titan (AT&T + GSM UNLOCKED) Smartphone - NEW INBOX	$129.74	$34.99	177	$22,963.23	
UMIDIGI X Smartphone Unlocked 6.35'' 4GB+128GB AMOLED In-screen Fingerprint NFC	$90.52	$0.00	257	$23,263.93	https://www.ebay.com/itm/175030344397?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy S8 PLUS SM-G955U - 64GB - GSM Unlocked Smartphone 7/10 - SBI	$97.25	$0.00	191	$18,574.76	https://www.ebay.com/itm/193322603540?nordt=true&orig_cvip=true&rt=nc
Google Pixel 2 - 64GB - Black (Unlocked) Smartphone	$51.21	$14.37	236	$12,085.64	
Samsung Galaxy S22+ 128GB Phantom Black - (T-Mobile) SM-S906UZKAXAU Smartphone	$475.35	$0.00	182	$86,514.20	https://www.ebay.com/itm/363840466126?nordt=true&orig_cvip=true&rt=nc
"Samsung G950 Galaxy S8 64GB Android ""Factory Unlocked"" 4G LTE Smartphone - Good"	$113.40	$7.25	328	$37,195.72	https://www.ebay.com/itm/382942759234?nordt=true&orig_cvip=true&rt=nc
Unlocked S22 Ultra 4G 6800mAh 4GB+64GB Smartphone Global Version US Stock	$87.72	$5.00	184	$16,140.87	https://www.ebay.com/itm/394056982899?nordt=true&orig_cvip=true&rt=nc
LG Nexus 5 D820 - 16GB - Black (Unlocked) Smartphone	$45.16	$16.99	245	$11,063.80	https://www.ebay.com/itm/133170234122?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy S22 Ultra 128GB Burgundy - (Verizon) SMS908UDRV Smartphone	$558.69	$0.00	173	$96,652.51	https://www.ebay.com/itm/144670450934?nordt=true&orig_cvip=true&rt=nc
Original Samsung Galaxy Note 4 SM-N910A 32GB Black Unlocked Smartphone Very Good	$85.79	$0.00	193	$16,557.74	https://www.ebay.com/itm/124888920858?nordt=true&orig_cvip=true&rt=nc
NEW LG STYLO 6  - 64GB ✅ Cricket Unlocked ✅ AT&T✅ T-Mobile ✅GSM Smartphone	$179.79	$12.74	194	$34,879.28	
Apple iPhone 7 32GB Verizon T-Mobile AT&T Unlocked Smartphone	$102.77	$0.00	187	$19,218.13	
Apple iPhone 8 Plus Factory Unlocked 4G LTE Smartphone - Used	$170.09	$0.00	197	$33,508.03	
Apple iPhone 12 128GB Unlocked Smartphone - Good	$376.23	$0.00	178	$66,968.22	https://www.ebay.com/itm/255701838940?nordt=true&orig_cvip=true&rt=nc
NEW Samsung Galaxy S10+ Plus SM-G975U 128GB - Unlocked Smartphone - Lowest Price	$399.52	$0.00	170	$67,918.30	
Samsung G920 Galaxy S6 32GB Verizon 4G LTE Android Smartphone - Very Good	$72.17	$14.99	232	$16,742.95	
2022 Black M3Pro 5G Unlocked Smartphone 12GB+512GB Android 10.0 Dual SIM 6800mAh	$79.47	$0.60	193	$15,337.74	
Samsung Galaxy S10 G973U Verizon + GSM Unlocked 128GB Smartphone 	$103.70	$11.41	192	$19,910.08	https://www.ebay.com/itm/224697402054?nordt=true&orig_cvip=true&rt=nc
Motorola Moto X Pure Edition XT1575 5.7 - 16GB 32GB 64GB Unlocked Smartphone	$90.24	$8.18	197	$17,778.03	https://www.ebay.com/itm/254462710891?nordt=true&orig_cvip=true&rt=nc
AGM H5 64GB/128GB ROM 7000MAH Rugged Smartphone Unlocked Phones Dual SIM Android	$156.41	$9.99	180	$28,153.56	https://www.ebay.com/itm/314100521530?nordt=true&orig_cvip=true&rt=nc
"Google Pixel 4 5.7""  Fully Unlocked (Any Carrier) SmartPhone Good"	$188.78	$13.62	184	$34,734.60	https://www.ebay.com/itm/324571622808?nordt=true&orig_cvip=true&rt=nc
DOOGEE S61 Rugged Smartphone Andriod 12 Unlocked Cell Phones 64GB Night Vision	$11.24	$0.00	298	$3,349.59	https://www.ebay.com/itm/363607803077?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 6S 64GB Verizon Smartphone - Very Good	$92.69	$11.12	272	$25,212.87	https://www.ebay.com/itm/401343498546?nordt=true&orig_cvip=true&rt=nc
Samsung G950 Galaxy S8 64GB Verizon Smartphone SHADOW SCREEN	$55.81	$26.98	321	$17,915.42	https://www.ebay.com/itm/401760848902?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy S9 PLUS SM-G965U- 64GB - GSM Unlocked Smartphone 7/10	$130.45	$11.85	189	$24,655.11	https://www.ebay.com/itm/402047229097?nordt=true&orig_cvip=true&rt=nc
LG G7 G7 ThinQ - 64GB - Sprint Unlocked 4G LTE Android Smartphone - Very Good	$83.38	$58.93	198	$16,510.01	
Samsung Galaxy A12 | 32/128GB AT&T T-Mobile OR GSM Unlocked Smartphone A125U /F	$109.44	$14.85	191	$20,903.03	https://www.ebay.com/itm/265167953751?nordt=true&orig_cvip=true&rt=nc
"Huawei Honor 5X 4G LTE Android 5.5"" Dual-SIM 16GB Unlocked Smartphone White "	$48.52	$12.64	274	$13,294.11	
Apple iPhone 7 128GB Verizon Smartphone - Very Good	$119.86	$14.99	218	$26,130.26	https://www.ebay.com/itm/361946610203?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 6S Plus 64GB Unlocked Smartphone - Excellent	$163.14	$19.44	207	$33,769.66	https://www.ebay.com/itm/362236169137?nordt=true&orig_cvip=true&rt=nc
Google Pixel 2 - 2 XL - 64/128GB -  Read Description - Android Smartphone	$51.43	$9.14	200	$10,286.92	https://www.ebay.com/itm/175163408135?nordt=true&orig_cvip=true&rt=nc
LG G7 ThinQ 64GB Smartphone (Unlocked) - Platinum Grey Heavy scratch	$58.29	$16.28	267	$15,563.28	https://www.ebay.com/itm/193634582144?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 12 - 256GB - All Colors - Unlocked Smartphone - Good Condition 	$518.28	$15.00	166	$86,035.09	https://www.ebay.com/itm/194299781957?nordt=true&orig_cvip=true&rt=nc
"Unlocked Samsung Galaxy S10 SM-G973U 6.1"" GSM Smartphone 128GB or 512GB Storage"	$226.00	$15.78	177	$40,001.23	
OnePlus 7T - 128GB - Blue- Silver HD1907 (T-Mobile) Unlocked Smartphone (B)	$156.07	$17.24	195	$30,433.05	https://www.ebay.com/itm/284564716022?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 6s Plus Smartphone AT&T Sprint T-Mobile Verizon or Unlocked 4G	$120.47	$0.00	171	$20,601.05	
Apple iPhone 8 Plus Smartphone 64GB 256GB Factory Unlocked 4G LTE WiFi iOS 	$281.43	$18.61	180	$50,656.62	
Apple iPhone 11 Pro Max 256GB Unlocked Smartphone - Excellent	$649.18	$14.99	181	$117,502.11	https://www.ebay.com/itm/402590142025?nordt=true&orig_cvip=true&rt=nc
2021 New Android Cheap Cell Phone Factory Unlocked Smartphone Dual SIM Quad Core	$24.02	$2.06	187	$4,490.93	
Samsung Galaxy S8 G950U GSM Factory Unlocked 64GB Smartphone - Very Good	$119.83	$9.96	228	$27,321.26	https://www.ebay.com/itm/403082340810?nordt=true&orig_cvip=true&rt=nc
Google Pixel /Pixel XL 1 Gen - 32GB/64GB/128GB - Unlocked - Android Smartphone	$51.72	$9.79	214	$11,068.61	https://www.ebay.com/itm/225486508044?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy S10e G970U 128GB Factory GSM Unlocked Android Smartphone Good	$157.17	$28.94	285	$44,793.12	https://www.ebay.com/itm/255109328851?nordt=true&orig_cvip=true&rt=nc
"Motorola XT1650M Moto Z Force Droid ""Factory Unlocked"" 4G LTE 32GB Smartphone"	$61.81	$12.41	230	$14,215.83	
Samsung Galaxy S10e G970U 256GB Unlocked Smartphone Great	$120.00	$20.97	227	$27,239.53	https://www.ebay.com/itm/185015150057?nordt=true&orig_cvip=true&rt=nc
Tracfone SAMSUNG Galaxy A53 5G, 128GB, Black - Prepaid Smartphone (Locked)	$224.79	$0.00	168	$37,764.32	https://www.ebay.com/itm/284929229517?nordt=true&orig_cvip=true&rt=nc
"22+ Ultra 4G/5G 7.3"" Smartphone 7300Mah Face Id Android12 12GB+512GB Tf Card"	$127.35	$0.00	172	$21,904.96	https://www.ebay.com/itm/285014241389?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 8 Smartphone 64GB 256GB Factory Unlocked 4G LTE 12.0MP WiFi iOS 	$168.84	$12.86	186	$31,403.51	
Apple iPhone 7 GSM Factory Unlocked 4G LTE iOS WiFi 32GB Smartphone - Grade B	$94.97	$13.25	232	$22,033.61	https://www.ebay.com/itm/313642011972?nordt=true&orig_cvip=true&rt=nc
OnePlus 8 5G 128GB 8GB RAM 6.5” 90Hz (T-Mobile Unlocked) Smartphone - New	$315.81	$17.32	174	$54,950.30	https://www.ebay.com/itm/334284266942?nordt=true&orig_cvip=true&rt=nc
LG V40 ThinQ - Factory Unlocked - AT&T / T-Mobile - 64GB - Android - Smartphone	$130.32	$18.12	174	$22,675.15	https://www.ebay.com/itm/115110261055?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy S8 Plus SM-G955U 64GB Smartphone Unlocked	$137.25	$6.26	188	$25,802.12	
New Samsung S10+ Plus SM-G975U 128GB / 512GB / 1TB GSM CDMA Unlocked Smartphone	$381.69	$9.39	178	$67,941.41	https://www.ebay.com/itm/233924364782?nordt=true&orig_cvip=true&rt=nc
Apple iPhone XR 64GB Unlocked GSM CDMA You Chose Color Smartphone	$399.43	$6.10	162	$64,706.90	
4G SmartPhone Rino7 Pro 5.5 inch Android 10 Dual Sim Mobile Cell Phone Unlocked	$58.99	$22.50	183	$10,794.92	
BRAND NEW Apple iPhone 8 64GB 256GB Smartphone A1863(CDMA+GSM) - LOWEST PRICE	$288.62	$0.00	164	$47,334.36	
LG G710 G7 ThinQ 64GB Unlocked 4G LTE Android Smartphone - Excellent	$113.06	$11.12	178	$20,124.31	
Samsung Galaxy A02s 32GB SM-A025U 4G LTE GSM Unlocked Android Smartphone Black	$140.36	$11.71	200	$28,071.00	
Apple iPhone 12 Pro 128GB Graphite (T-Mobile) Smartphone 5G LTE MGKG3LL/A	$699.95	$0.00	178	$124,590.71	https://www.ebay.com/itm/133603306643?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 7 - 128GB - Black - Unlocked - Smartphone	$100.94	$27.26	219	$22,106.04	https://www.ebay.com/itm/144142711491?nordt=true&orig_cvip=true&rt=nc
"Samsung Galaxy S20 FE 5G SM-G781U Factory Unlocked GSM 128GB 6.5"" Smartphone"	$126.53	$14.36	179	$22,649.64	https://www.ebay.com/itm/162727863911?nordt=true&orig_cvip=true&rt=nc
Google Pixel 3 G013A 64GB 128GB Unlocked Android Smartphone Used	$78.80	$12.51	228	$17,965.59	https://www.ebay.com/itm/185016793821?nordt=true&orig_cvip=true&rt=nc
LG G8 ThinQ - 128GB - Gray - Sprint Unlocked - Smartphone	$154.60	$29.53	166	$25,663.00	
Samsung Galaxy S10 Plus 512GB SM-G975U AT&T Locked Smartphone Open Box	$333.94	$26.27	162	$54,097.48	
Google Pixel 3a XL  64GB Carrier Unlocked CDMA + GSM 4G LTE Smartphone 	$117.14	$29.99	178	$20,850.44	
Samsung Galaxy S9 G960U GSM Factory Unlocked 64GB Smartphone - Image Burn	$90.69	$12.86	200	$18,138.48	https://www.ebay.com/itm/194969859680?nordt=true&orig_cvip=true&rt=nc
Unlocked Samsung Galaxy S9 SM-G960U 64GB GSM Android Smartphone GOOD	$132.86	$8.24	199	$26,440.01	
Samsung Galaxy S9 SM-G960U-64GB-GSM UNLOCK  Smartphone 	$160.51	$0.00	193	$30,979.07	https://www.ebay.com/itm/254435849919?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 11 Pro Max 64GB Factory Unlocked 4G LTE Smartphone - Good	$510.55	$0.00	171	$87,303.29	https://www.ebay.com/itm/254647725705?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy S6 SM-G920V 32GB Black Sapphire(Verizon)4G LTE Smartphone SEALED	$110.82	$21.55	187	$20,722.85	
M3Pro 5G Unlocked Smartphone 12GB+512GB Android 10.0 OS Dual SIM 6800mAh Phone	$85.80	$0.00	170	$14,585.34	
2021 Android 9.0 Cheap Unlocked Cell Phone Smartphone Dual SIM Quad Core Phablet	$18.89	$0.00	251	$4,740.99	
Samsung N950 Galaxy Note 8 64GB Verizon Smartphone BLACK DOT SCREEN	$111.12	$14.99	213	$23,669.43	https://www.ebay.com/itm/401965797936?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 8 256GB Factory Unlocked Smartphone - Good	$190.17	$29.84	167	$31,758.63	https://www.ebay.com/itm/114962035823?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy S10+ Plus - 128GB - White - Unlocked - Smartphone - Good	$240.10	$24.69	176	$42,256.94	
Apple iPhone 7 Plus - 32GB / 128GB / 256GB - Unlocked - Smartphone	$182.40	$28.95	174	$31,737.46	https://www.ebay.com/itm/125093830947?nordt=true&orig_cvip=true&rt=nc
Google Pixel 7 & 7 Pro 128GB 5G UW Smartphones- Carrier Unlocked Models	$504.54	$0.00	161	$81,230.63	https://www.ebay.com/itm/155402740688?nordt=true&orig_cvip=true&rt=nc
"New & Sealed - Samsung Galaxy A03s 32GB Black (AT&T) Prepaid Smartphone 6.5"" HD"	$92.61	$22.95	262	$24,263.90	https://www.ebay.com/itm/185275749312?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 11 Pro 64GB Factory Unlocked 4G LTE Smartphone - Very Good	$536.13	$0.00	176	$94,358.24	https://www.ebay.com/itm/254609036853?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy A51 / A51 5G | 64/128GB AT&T Tracfone OR GSM Unlocked Smartphone	$166.27	$19.62	172	$28,598.37	https://www.ebay.com/itm/265109888015?nordt=true&orig_cvip=true&rt=nc
Motorola XT2117-4 Moto G Power (2021 Model) 64GB 4GB RAM Unlocked Smartphone M2	$145.72	$11.97	201	$29,289.50	https://www.ebay.com/itm/265729661201?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 6s Plus Smartphone 16GB 32GB 64GB 128GB Factory Unlocked 4G LTE iOS	$130.20	$13.58	173	$22,525.30	
LG G710VM G7 ThinQ 64GB Verizon Wireless 4G LTE Android Smartphone - Very Good	$92.74	$14.99	256	$23,740.87	
LG Stylo 6 64GB White Unlocked - Sprint / AT&T / T-Mobile - Android - Smartphone	$142.50	$29.64	179	$25,508.03	https://www.ebay.com/itm/115081484349?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy Note 8 Note8 SM-N950U 64GB GSM Unlocked Smartphone Very Good	$176.90	$17.45	216	$38,209.94	
LG WING 5G LM-F100VM - 256GB - Aurora Gray (AT&T + GSM Unlocked) SmartPhone	$383.50	$17.77	164	$62,893.36	https://www.ebay.com/itm/194106917512?nordt=true&orig_cvip=true&rt=nc
Google Pixel 3a XL Unlocked T-Mobile AT&T Verizon Smartphone SHADOW	$80.42	$13.56	176	$14,153.24	
Apple iPhone 8 64GB Unlocked Smartphone - Excellent	$211.61	$18.74	200	$42,321.49	https://www.ebay.com/itm/362433050659?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 14 Plus 128GB Midnight Factory Unlocked MQ623LL/A iOS Smartphone	$791.92	$0.00	192	$152,049.00	https://www.ebay.com/itm/364040934841?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 6S 32GB Unlocked Smartphone - Good	$82.49	$0.00	240	$19,797.84	
Samsung Galaxy S10E G970U 128GB Unlocked  Smartphone	$202.72	$6.99	165	$33,448.35	
READ-NEW RUGGED AT&T Sonim XP7 XP7700 16GB phone heavy duty construction jobs	$98.59	$17.50	173	$17,056.27	https://www.ebay.com/itm/194040949742?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 12 - 128GB - All Colors - Unlocked Smartphone - Very Good Condition	$653.31	$15.00	159	$103,876.11	
 Samsung Galaxy Xcover Pro SM-G715U 64GB - Black(Verizon) Smartphone  NEW OTHER	$164.18	$20.02	173	$28,402.40	https://www.ebay.com/itm/224927726760?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy NOTE 20 ULTRA 128GB | 512GB 5G Smartphone -GREAT CONDITION	$464.21	$18.54	165	$76,594.92	https://www.ebay.com/itm/233318305187?nordt=true&orig_cvip=true&rt=nc
iPhone SE 16/32/64/128GB 1st-Gen Unlocked Apple Grey Pink Gold Silver Smartphone	$185.42	$13.00	161	$29,853.33	
"Samsung Galaxy S9 G960U Fully Unlocked (Any Carrier) 5.8"" 64GB SmartPhone Good"	$121.23	$9.71	170	$20,609.18	https://www.ebay.com/itm/324369344729?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy S22 ULTRA 5G 128GB | 256GB | 512GB Smartphone -GREAT CONDITION	$698.19	$26.81	158	$110,314.00	https://www.ebay.com/itm/325396808472?nordt=true&orig_cvip=true&rt=nc
Motorola Moto G 4 Plus XT1644 Unlocked Smartphone 16GB 32GB 64GB 	$80.19	$21.56	200	$16,038.00	https://www.ebay.com/itm/353211022579?nordt=true&orig_cvip=true&rt=nc
LG Stylo 4 Plus - 32GB - Aurora Black (AT&T/Cricket) Smartphone (7/10)	$45.36	$0.00	183	$8,301.17	https://www.ebay.com/itm/354177422700?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 6+ Plus-16GB 64GB GSM Factory Unlocked Smartphone Gold Gray Silver*	$105.81	$29.31	212	$22,431.99	https://www.ebay.com/itm/361747979634?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 13 Pro Max 5G 128GB Graphite - (T-Mobile) MMNJ3LL/A Smartphone	$786.19	$0.00	281	$220,919.00	https://www.ebay.com/itm/363884244528?nordt=true&orig_cvip=true&rt=nc
New Samsung S7 G930 32GB Verizon AT&T T-Mobile Unlocked GSM Smartphone 	$107.37	$9.99	193	$20,722.68	
Unlocked Smartphone Dual Sim Android System 10.0 4G Mobile Cell Phone+Headset	$67.82	$0.00	196	$13,291.84	
NEW Samsung Galaxy NOTE 10 Plus 5G SM-N976U (AT&T UNLOCKED) ALL COLORS/CAPACITY	$513.27	$56.25	159	$81,610.51	https://www.ebay.com/itm/184245070800?nordt=true&orig_cvip=true&rt=nc
LG G7 ThinQ 64GB Smartphone (Factory Unlocked ) Grey B stock	$70.08	$14.18	230	$16,117.70	
OnePlus 7 Pro / 7T 128GB/ 256GB T-Mobile AT&T OR GSM Unlocked Android Smartphone	$194.10	$25.52	162	$31,443.79	
Samsung Galaxy Note 10+ Plus Unlocked Smartphone AT&T Sprint T-Mobile Verizon B	$309.99	$17.49	165	$51,148.35	
"UMIDIGI A7S 6.53"" Smartphone with Infrared Temperature Sensor 32GB ROM 4150mAh"	$65.41	$0.00	276	$18,053.74	https://www.ebay.com/itm/175034174376?nordt=true&orig_cvip=true&rt=nc
Google Pixel 3 64GB/128GB Smartphone Unlocked	$106.31	$14.42	160	$17,009.40	
Samsung Galaxy S9  SM-G960U 64GB Smartphone Unlocked (Very Good)	$117.35	$11.78	180	$21,122.20	https://www.ebay.com/itm/185312750275?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy S9+ Plus G965 Verizon + GSM Unlocked 64GB Smartphone	$128.78	$19.41	179	$23,052.13	
LG X venture H700 32GB -  Smooth Black (AT&T + UNLOCKED) Smartphone. NEW	$96.69	$3.99	179	$17,308.23	
Apple iPhone 11 - 64GB - 4G LTE Smartphone AT&T ONLY - Good	$223.24	$11.66	166	$37,058.34	https://www.ebay.com/itm/255988596913?nordt=true&orig_cvip=true&rt=nc
Total Wireless Alcatel TCL A3, 32GB, Black - Prepaid Smartphone (Locked)	$35.11	$0.00	244	$8,567.68	
Samsung Galaxy XCover Pro SM-G715A GSM Unlocked (AT&T/T-mobile) 64GB SmartPhone	$256.01	$15.79	169	$43,266.27	https://www.ebay.com/itm/324722887292?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy S21 Ultra 5G 128GB Black T-Mobile SM-G998UZKATMB Smartphone	$672.82	$0.00	161	$108,323.36	https://www.ebay.com/itm/363447319158?nordt=true&orig_cvip=true&rt=nc
"*NEW SEALED* Samsung Galaxy Note 3 N9005 16/32GB Unlocked 5.7"" Smartphone USA"	$78.31	$7.49	182	$14,251.58	https://www.ebay.com/itm/363789181319?nordt=true&orig_cvip=true&rt=nc
Samsung i545 Galaxy S4 16GB Verizon 4G LTE WiFi Android Smartphone - Good	$42.95	$22.49	232	$9,963.40	
"Apple iPhone 11 64GB 6.1"" 4G LTE Locked for T-Mobile Smartphone Very Good"	$383.99	$25.14	180	$69,118.90	
LG G8 - 128GB - Factory Unlocked - AT&T / T-Mobile - Smartphone - Very Good	$120.35	$28.31	187	$22,504.58	https://www.ebay.com/itm/125016703317?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 11 64GB 128GB 256GB Fully Unlocked CDMA + GSM 4G LTE IOS Smartphone	$483.46	$0.00	173	$83,638.27	https://www.ebay.com/itm/154244131929?nordt=true&orig_cvip=true&rt=nc
UMIDIGI A9 Pro Smartphone 6GB+128GB Global Unlocked 6.3'' Android Mobile Phones	$137.54	$0.00	174	$23,931.10	https://www.ebay.com/itm/174611489049?nordt=true&orig_cvip=true&rt=nc
Google Pixel 4 XL 64GB Just Black G020J Factory Unlocked Smartphone Excellent	$231.79	$27.02	183	$42,418.22	
Samsung Galaxy S21 5G SM-G991U 128GB Unlocked Smartphone - B+ Stock	$240.30	$10.31	180	$43,254.36	https://www.ebay.com/itm/195096164063?nordt=true&orig_cvip=true&rt=nc
TracFone Nokia C100, 32GB, Black - Prepaid Smartphone (Locked)	$49.08	$0.00	248	$12,171.48	https://www.ebay.com/itm/284846014196?nordt=true&orig_cvip=true&rt=nc
New Unlocked Samsung Galaxy S20 FE 5G SM-G781U (US Version) 128GB Smartphone	$465.74	$7.50	154	$71,724.38	https://www.ebay.com/itm/294341150870?nordt=true&orig_cvip=true&rt=nc
SAMSUNG Galaxy S23, S23+, S23Ultra 5G Unlocked Smartphone Cellphone	$1,229.73	$11.58	159	$195,526.91	https://www.ebay.com/itm/354557412430?nordt=true&orig_cvip=true&rt=nc
Samsung G970 Galaxy S10e 128GB Verizon Smartphone - Very Good	$169.97	$14.99	170	$28,894.50	https://www.ebay.com/itm/362665299862?nordt=true&orig_cvip=true&rt=nc
Samsung G975 Galaxy S10+ Plus 128GB Verizon Smartphone - Good	$228.37	$0.00	324	$73,992.99	https://www.ebay.com/itm/363606395834?nordt=true&orig_cvip=true&rt=nc
Apple iPhone XR - Fully Unlocked - 64GB / 128GB / 256GB - Smartphone	$207.94	$29.99	189	$39,300.27	https://www.ebay.com/itm/125140885272?nordt=true&orig_cvip=true&rt=nc
"Apple iPhone 11 64GB 6.1"" 4G LTE Factory Unlocked Smartphone Open Box"	$396.78	$24.93	173	$68,642.77	
Apple iPhone XS Fully Unlocked (Any Carrier) Smartphone 64GB 256GB 512GB	$286.87	$9.25	152	$43,604.96	https://www.ebay.com/itm/224794770590?nordt=true&orig_cvip=true&rt=nc
Samsung F711U Z Flip 3 256GB Unlocked Smartphone - Excellent	$552.56	$0.00	152	$83,988.48	https://www.ebay.com/itm/255349718398?nordt=true&orig_cvip=true&rt=nc
Microsoft Surface Duo 256GB 2 Screen Smartphone, AT&T - Glacier (Open Box)	$305.61	$20.06	154	$47,064.50	https://www.ebay.com/itm/324793799221?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy S7 32GB | Unlocked | AT&T T-Mobile Verizon | 4G LTE Smartphone	$90.56	$14.66	237	$21,461.85	https://www.ebay.com/itm/283214374297?nordt=true&orig_cvip=true&rt=nc
Apple iPhone XS 64GB Verizon Smartphone - Very Good	$288.16	$14.99	234	$67,428.63	https://www.ebay.com/itm/362796931656?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 13 Pro Max 5G 128GB Sierra Blue - (Verizon) MLKP3LL/A Smartphone	$996.42	$0.00	230	$229,175.70	https://www.ebay.com/itm/363687011705?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy A42 5G 128GB Black Verizon SM-A426UZKV Smartphone	$149.39	$0.00	328	$48,998.56	https://www.ebay.com/itm/363754942352?nordt=true&orig_cvip=true&rt=nc
Samsung Galaxy S7 G930A GSM Factory Unlocked 32GB Smartphone - Very Good	$84.04	$11.75	179	$15,042.84	https://www.ebay.com/itm/403088173066?nordt=true&orig_cvip=true&rt=nc
Apple iPhone XS MAX XSM 64/256/512GB GSM Factory Unlocked Smartphone Cell Phone 	$451.48	$22.26	157	$70,882.15	https://www.ebay.com/itm/163933403806?nordt=true&orig_cvip=true&rt=nc
Google Pixel 5-5G  128GB - Just Black ( Unlocked ) Smartphone C Stock	$235.65	$20.13	157	$36,996.52	
Samsung Galaxy A13 5G SM-A136U - 64GB GSM Unlocked Smartphone - Black	$146.93	$22.31	207	$30,414.50	https://www.ebay.com/itm/175552650160?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 11 128GB Purple �� Verizon AT&T Fully Unlocked Good Smartphone	$552.33	$8.06	152	$83,953.48	https://www.ebay.com/itm/233538960584?nordt=true&orig_cvip=true&rt=nc
Apple iPhone 12 Smartphone 64GB 128GB 256GB AT&T T-Mobile Verizon or Unlocked	$691.01	$32.74	151	$104,342.72	
Samsung Galaxy S10+ Plus Smartphone AT&T Sprint T-Mobile Verizon or Unlocked	$248.94	$15.17	171	$42,568.96	
